,Pos,Name,Gun Time,Net Time,Representing,Category (Pos),Overall Pos,Unnamed: 7,Links,Speed_5km,Speed_10km,Speed_15km,Speed_20km,Speed_25km,Speed_30km,Speed_35km,Speed_40km,COV
109,272,Brendan Chan (#2102),03:56:34,03:55:32,SGP  |,20-29  (52),317,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2102?page=6 ,305.2,314.4,315.4,320.0,335.2,342.0,353.0,369.4,0.0621
110,273,YI PENG (#2022),03:56:41,03:55:38,SGP  |,50-59  (35),318,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2022?page=6 ,284.0,298.6,313.2,326.8,355.8,351.4,369.0,386.0,0.09952
111,275,Eddie Chang (#2035),03:56:48,03:55:40,SGP  |,40-49  (82),320,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2035?page=6 ,292.2,302.4,305.6,313.8,328.8,354.2,396.4,380.2,0.10801
112,282,Lester Romena (#1335),03:57:29,03:56:20,SGP  |,30-39  (107),327,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1335?page=6 ,340.4,334.8,333.8,331.8,335.0,327.4,346.0,342.6,0.01694
113,288,HENRY NG (#3477),03:57:47,03:52:30,SGP  |,40-49  (86),333,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3477?page=6 ,314.6,312.8,312.0,308.0,323.4,333.2,332.6,400.2,0.08533
114,290,Sng Clement (#2817),03:58:10,03:57:10,SGP  |,20-29  (55),335,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2817?page=6 ,260.8,274.4,282.2,313.8,350.6,365.8,417.6,431.6,0.18083
115,293,Lim Chee Peng (#4005),03:58:20,03:52:41,SGP  |,40-49  (89),338,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4005?page=6 ,330.8,321.8,316.0,313.6,323.0,327.8,340.8,367.4,0.0491
116,299,Yew CHYE CHUA (#1791),03:58:46,03:57:19,SGP  |,50-59  (39),345,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1791?page=6 ,314.4,313.0,313.2,315.4,319.8,336.8,372.2,398.0,0.09041
117,300,John Eng (#4238),03:58:47,03:53:39,SGP  |,30-39  (111),347,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4238?page=6 ,340.2,331.4,313.2,317.0,322.2,323.8,340.2,366.2,0.0482
118,302,Kim Poh Wong (#3489),03:58:48,03:53:43,SGP  |,50-59  (40),349,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3489?page=7 ,291.8,303.8,308.0,314.6,335.0,341.2,358.4,395.8,0.09637
119,303,Huei Ming Low (#3342),03:58:51,03:53:36,SGP  |,40-49  (93),350,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3342?page=7 ,326.0,327.0,330.4,331.8,337.4,333.0,334.2,341.8,0.01468
120,304,Wai Kong Ho (#3360),03:58:57,03:52:24,SGP  |,40-49  (94),351,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3360?page=7 ,316.2,323.6,318.0,323.4,333.6,335.4,347.2,350.0,0.03623
121,307,Nathan Seah (#1827),03:59:05,03:57:54,SGP  |,20-29  (59),354,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1827?page=7 ,275.0,281.6,289.8,329.4,375.4,368.0,385.0,411.8,0.14536
122,309,EE YIAN TOH (#1978),03:59:18,03:58:13,SGP  |,40-49  (96),356,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1978?page=7 ,330.2,334.4,334.0,329.0,337.6,343.2,348.4,359.0,0.02813
123,315,Zhiyong Liu (#2663),03:59:45,03:58:36,SGP  |,30-39  (115),362,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2663?page=7 ,271.6,279.8,281.6,287.6,380.4,383.2,421.0,407.8,0.17787
124,316,Neyton Tan (#1397),03:59:45,03:58:34,SGP  |,30-39  (116),363,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1397?page=7 ,275.8,280.8,295.2,293.0,355.8,383.0,421.6,410.8,0.16666
125,317,Jonathan Seah (#1935),03:59:47,03:58:35,SGP  |,30-39  (117),364,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1935?page=7 ,345.4,342.0,338.4,337.2,337.0,337.0,338.4,341.4,0.00838
126,318,Benjamin Chan (#2819),03:59:47,03:58:21,SGP  |,20-29  (61),365,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2819?page=7 ,316.8,322.0,325.2,351.0,388.8,330.4,338.2,341.4,0.06319
127,321,CHUNHAI LIN (#2256),04:00:06,03:58:47,SGP  |,30-39  (119),369,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2256?page=7 ,290.6,300.2,311.0,311.0,339.4,361.2,384.0,409.4,0.11862
128,327,Jianghu Yan (#4168),04:00:36,03:53:47,SGP  |,40-49  (100),375,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4168?page=7 ,329.0,319.2,314.8,320.4,335.8,337.4,343.8,358.8,0.04124
129,330,Tan Say Huat (#1797),04:00:45,03:59:17,SGP  |,40-49  (102),378,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1797?page=7 ,306.6,303.6,310.4,321.2,342.8,349.8,368.6,400.4,0.09477
130,331,Oswald Wong (#4036),04:00:46,03:55:38,SGP  |,40-49  (103),379,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4036?page=7 ,295.8,306.6,305.4,314.6,344.6,333.0,365.2,399.2,0.09921
131,336,Curt Ong (#3540),04:00:54,03:55:41,SGP  |,40-49  (104),385,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3540?page=7 ,320.2,319.2,326.8,324.8,332.4,330.0,351.6,372.4,0.05116
132,337,Wai Kong Soh (#4081),04:01:01,03:55:13,SGP  |,50-59  (45),387,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4081?page=7 ,307.8,308.6,307.6,308.6,324.2,333.8,370.4,406.4,0.10244
133,341,Shihui Zeng (#3546),04:01:12,03:55:56,SGP  |,30-39  (125),392,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3546?page=7 ,318.2,322.6,312.0,312.2,331.2,342.6,374.4,369.0,0.06887
134,343,Richard Tan (#4767),04:01:19,03:55:27,SGP  |,40-49  (108),394,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4767?page=7 ,327.4,322.2,318.4,323.6,336.2,337.2,351.0,363.0,0.04319
135,346,Bernard Cher (#4019),04:01:35,03:56:19,SGP  |,30-39  (126),397,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4019?page=7 ,336.8,336.6,340.2,327.4,332.0,339.4,345.4,348.2,0.01861
136,350,Chee Keong Tan (#1046),04:01:51,04:00:34,SGP  |,40-49  (111),401,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1046?page=7 ,302.6,299.6,297.6,317.8,327.6,370.2,442.2,390.4,0.1429
137,354,Seng Wee Gho (#1688),04:02:02,04:00:39,SGP  |,40-49  (113),406,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1688?page=8 ,315.4,317.8,311.6,325.2,349.8,352.2,384.0,387.4,0.08301
138,356,Chee Ming Chan (#4137),04:02:18,03:56:13,SGP  |,40-49  (114),408,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4137?page=8 ,309.8,314.2,303.2,318.0,336.6,343.4,371.2,387.4,0.08494
139,357,CHIN WEE NG (#4974),04:02:22,03:57:04,SGP  |,40-49  (115),409,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4974?page=8 ,333.0,329.8,332.2,330.0,334.6,330.0,346.6,362.4,0.03198
140,358,Aw Choon Seng (#2292),04:02:26,04:01:12,SGP  |,50-59  (51),410,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2292?page=8 ,297.0,308.6,314.0,322.2,343.6,350.6,375.6,429.4,0.11837
141,360,Tamimi Mamsi (#3612),04:02:29,03:56:10,SGP  |,20-29  (64),412,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3612?page=8 ,307.6,315.8,317.6,321.0,326.0,339.4,358.0,373.8,0.06469
142,363,COLIN KOH (#2830),04:02:38,04:00:31,SGP  |,40-49  (117),415,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2830?page=8 ,340.4,337.2,337.6,338.2,339.0,339.8,340.4,363.2,0.02369
143,366,ROBIN TAN (#1583),04:03:07,03:48:52,SGP  |,40-49  (119),418,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1583?page=8 ,289.0,293.2,307.8,303.0,316.8,321.4,414.0,365.6,0.12219
144,368,Julian Lim (#2016),04:03:20,04:02:06,SGP  |,60-69  (2),420,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2016?page=8 ,311.8,321.8,321.8,319.6,331.6,343.8,373.6,412.2,0.09399
145,370,LU KAI LIM (#2434),04:03:23,04:02:19,SGP  |,30-39  (132),422,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2434?page=8 ,303.8,308.6,316.0,318.4,332.0,369.4,370.6,428.8,0.11734
146,372,Calvin Kuan (#4089),04:03:28,03:57:24,SGP  |,30-39  (134),424,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4089?page=8 ,331.4,324.0,324.8,326.6,333.8,335.2,341.4,367.2,0.03922
147,374,Johnny Low (#1759),04:03:35,04:02:26,SGP  |,50-59  (52),426,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1759?page=8 ,284.2,292.2,288.8,289.6,319.2,329.2,363.2,467.0,0.17596
148,375,Danny Loke (#3320),04:03:37,03:58:03,SGP  |,40-49  (123),427,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3320?page=8 ,338.0,329.0,322.6,322.2,325.8,326.8,345.4,389.4,0.06231
149,376,SAZALI YUSOFF (#4317),04:03:43,03:57:35,SGP  |,40-49  (124),428,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4317?page=8 ,330.6,338.0,337.0,343.6,337.0,335.6,337.6,348.0,0.0145
150,378,Zi Jing Tan (#3445),04:03:48,03:58:28,SGP  |,20-29  (65),431,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3445?page=8 ,305.6,300.6,300.6,294.6,303.0,326.2,372.4,472.0,0.17092
151,379,Don Tiong (#5459),04:03:52,03:50:46,SGP  |,50-59  (53),432,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5459?page=8 ,310.0,320.6,307.8,319.0,339.6,337.2,355.6,339.4,0.04781
152,380,SHIH YONG TAN (#4334),04:03:53,03:58:46,SGP  |,20-29  (66),433,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4334?page=8 ,269.6,295.6,315.2,325.8,326.2,357.8,388.6,432.4,0.14433
153,381,Tedmond Xian (#4088),04:03:56,03:57:44,SGP  |,20-29  (67),434,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4088?page=8 ,331.6,335.6,335.6,336.8,345.2,345.2,326.4,345.4,0.01948
154,382,Jun Jie Loke (#4267),04:04:00,03:57:06,SGP  |,30-39  (136),435,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4267?page=8 ,326.8,334.6,335.6,343.8,335.8,335.8,337.6,343.0,0.01471
155,383,Zheng Shen (#4104),04:04:05,03:58:56,SGP  |,30-39  (137),436,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4104?page=8 ,342.2,338.2,337.0,342.6,339.4,333.8,337.6,343.2,0.00897
156,384,Lim Sin Soon (#2025),04:04:12,03:47:51,SGP  |,50-59  (54),437,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2025?page=8 ,323.4,302.0,300.4,307.6,317.4,322.2,341.2,370.0,0.06713
157,385,Anand Goenka (#5270),04:04:13,04:04:13,SGP  |,40-49  (125),438,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5270?page=8 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,386,Brandon Wei Heng Cheang (#1051),04:04:17,04:04:11,SGP  |,20-29  (68),439,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1051?page=8 ,297.0,307.2,316.4,343.8,395.4,362.2,372.2,386.2,0.10057
159,387,Hubert Ng (#4032),04:04:24,03:58:32,SGP  |,30-39  (138),440,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4032?page=8 ,334.0,338.0,337.0,344.2,336.0,335.8,337.6,356.2,0.01996
160,396,Jonathan Chan (#1753),04:05:14,04:03:35,SGP  |,40-49  (129),450,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1753?page=8 ,354.4,352.6,354.0,358.2,347.0,339.6,337.4,337.8,0.02249
161,398,WING POH CHANG (#3912),04:05:25,04:00:10,SGP  |,50-59  (55),452,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3912?page=8 ,319.0,316.0,316.2,321.4,324.6,324.6,407.6,397.4,0.10508
162,405,Ngee Hung Ng (#1463),04:06:14,04:04:28,SGP  |,50-59  (57),461,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1463?page=9 ,300.0,295.6,296.8,318.6,361.2,377.6,415.8,402.0,0.1335
163,406,Pambrakaran Pathrose Mathai (#3581),04:06:18,04:01:12,SGP  |,50-59  (58),462,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3581?page=9 ,311.6,320.8,330.4,330.8,346.4,340.0,370.4,392.6,0.07304
164,407,Ivan lim Boon hian (#4091),04:06:28,04:00:36,SGP  |,50-59  (59),463,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4091?page=9 ,340.6,343.4,341.4,338.8,341.0,339.6,346.2,352.2,0.01205
165,410,Jiong How Lua (#1883),04:06:40,04:05:18,SGP  |,20-29  (69),466,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1883?page=9 ,326.8,355.6,352.6,349.2,356.2,342.0,349.2,360.8,0.02846
166,413,ALAN TAN (#1027),04:06:49,04:06:43,SGP  |,30-39  (151),469,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1027?page=9 ,330.0,338.0,340.6,340.2,348.4,353.6,360.0,392.2,0.05169
167,415,KayWee Tan (#3626),04:07:04,04:01:55,SGP  |,40-49  (133),471,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3626?page=9 ,323.2,317.4,320.4,326.0,346.8,362.4,376.8,376.0,0.06876
168,417,Desmond Pang (#1578),04:07:10,04:01:21,SGP  |,30-39  (153),473,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1578?page=9 ,283.6,303.4,310.8,310.0,364.0,354.2,410.8,399.8,0.12911
169,419,Terence Ng (#2453),04:07:15,04:05:26,SGP  |,50-59  (61),475,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2453?page=9 ,313.0,325.4,328.6,331.6,337.2,345.0,365.6,405.4,0.07949
170,422,DANIEL ONG JIN HWA (#4459),04:07:24,04:02:22,SGP  |,50-59  (62),479,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4459?page=9 ,306.6,318.8,321.8,332.0,387.8,348.4,346.2,389.0,0.08378
171,424,Muhammad Hamizan Bin Hamzah (#4536),04:07:43,04:01:14,SGP  |,20-29  (70),483,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4536?page=9 ,314.6,321.6,322.6,319.6,325.8,335.4,367.4,427.8,0.10526
172,425,Ivan Goh (#3844),04:07:56,04:02:24,SGP  |,40-49  (136),484,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3844?page=9 ,300.0,304.6,307.0,305.2,320.4,332.4,403.6,456.2,0.15761
173,427,Chin Hwei Yeo (#4738),04:08:17,04:02:44,SGP  |,30-39  (155),486,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4738?page=9 ,320.0,331.4,330.4,333.0,341.8,342.6,359.2,385.8,0.05662
174,429,Jun Onn Chee (#5234),04:08:21,03:53:55,SGP  |,20-29  (71),489,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5234?page=9 ,342.2,337.6,328.4,332.4,330.0,337.6,328.6,331.4,0.01411
175,432,Benedict Chang (#5956),04:08:39,03:55:33,SGP  |,30-39  (156),493,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5956?page=9 ,319.4,349.2,330.6,318.6,329.4,332.8,348.8,355.8,0.03928
176,436,KIN KEI PHOON (#3416),04:09:07,04:03:44,SGP  |,20-29  (73),497,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3416?page=9 ,358.4,358.2,354.2,347.0,355.6,346.4,340.6,330.4,0.02625
177,439,John Tan (#14635),04:09:35,04:09:35,SGP  |,30-39  (160),500,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14635?page=9 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,441,Renjie Chen (#1744),04:09:42,04:08:39,SGP  |,50-59  (64),502,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1744?page=9 ,284.6,320.4,338.2,338.8,370.2,372.0,400.4,397.0,0.10514
179,442,Jian Wei Goh (#3356),04:09:48,04:04:35,SGP  |,30-39  (161),503,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3356?page=9 ,321.6,316.2,318.0,319.6,333.6,348.4,375.8,434.8,0.11146
180,447,CHEE WEI NG (#3556),04:10:15,04:04:55,SGP  |,40-49  (143),508,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3556?page=9 ,318.4,316.4,317.8,324.4,340.0,364.4,374.4,404.6,0.08878
181,457,Fu Ying Ong (#3810),04:11:37,04:06:22,SGP  |,30-39  (169),518,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3810?page=10 ,297.6,301.2,301.2,303.4,315.8,338.4,410.2,517.4,0.20961
182,461,Lid jlen Lim (#1986),04:12:02,04:10:47,SGP  |,40-49  (147),523,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1986?page=10 ,304.0,314.0,313.2,320.8,348.4,373.4,404.0,437.2,0.12969
183,470,Shao Wei Tan (#2556),04:12:31,04:10:55,SGP  |,30-39  (175),535,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2556?page=10 ,341.8,346.6,341.6,331.2,327.2,327.4,419.4,425.0,0.10615
184,473,ZI LI POON (#1253),04:12:51,04:12:46,SGP  |,40-49  (152),539,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1253?page=10 ,259.8,268.6,269.8,278.6,313.6,435.0,470.0,485.0,0.26414
185,474,dike li (#3200),04:12:53,04:07:44,SGP  |,40-49  (153),540,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3200?page=10 ,335.2,341.2,328.0,326.6,352.0,348.6,374.6,397.8,0.06554
186,476,Woon Pheng Ong (#3660),04:13:10,04:06:17,SGP  |,40-49  (155),542,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3660?page=10 ,304.4,296.6,305.6,322.2,348.8,361.6,426.2,418.4,0.13731
187,478,Xiaobin Wu (#5901),04:13:17,03:59:00,SGP  |,50-59  (69),544,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5901?page=10 ,332.0,330.8,321.8,323.4,333.6,341.2,360.2,369.6,0.0475
188,479,Wei Dias Cao (#2825),04:13:18,04:11:45,SGP  |,30-39  (177),545,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2825?page=10 ,308.6,317.6,312.8,324.6,373.8,380.8,408.2,435.6,0.12711
189,480,YUSNAEM BIN MOHAMED MOHAMED (#1391),04:13:20,04:11:41,SGP  |,40-49  (156),546,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1391?page=10 ,338.0,333.2,325.8,321.0,347.0,352.2,409.8,421.0,0.10028
190,481,John Chai (#3645),04:13:29,04:08:21,SGP  |,50-59  (70),547,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3645?page=10 ,321.6,314.6,317.4,320.4,324.2,320.0,344.2,574.0,0.23515
191,483,Hwee Yang Yap (#4508),04:13:42,04:06:34,SGP  |,30-39  (178),549,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4508?page=10 ,287.8,287.0,306.0,338.6,394.4,388.4,379.0,428.4,0.14352
192,485,Jason Chu (#4001),04:13:47,04:08:38,SGP  |,40-49  (157),551,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4001?page=10 ,320.2,316.6,329.4,338.6,347.0,353.4,388.0,420.2,0.09499
193,486,wang xiangdong (#1702),04:13:53,04:12:46,SGP  |,40-49  (158),552,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1702?page=10 ,283.8,300.8,305.6,319.2,383.0,431.2,458.0,419.0,0.17597
194,490,Pei Shurn Ling (#3797),04:14:14,04:08:45,SGP  |,30-39  (182),556,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3797?page=10 ,315.6,317.4,317.8,311.6,335.6,352.4,396.2,472.6,0.14911
195,498,Jacky shuanghua cheng (#4240),04:14:38,04:09:28,SGP  |,40-49  (164),565,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4240?page=10 ,327.6,327.0,327.0,332.6,331.0,337.4,451.2,406.8,0.12454
196,501,Chen Guo Qiang (#1541),04:14:54,04:13:49,SGP  |,40-49  (165),569,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1541?page=11 ,297.8,297.6,304.2,310.8,341.0,360.0,497.2,486.0,0.21482
197,504,AIK GUAN NEO (#2762),04:15:00,04:13:31,SGP  |,40-49  (166),572,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2762?page=11 ,346.0,348.0,351.6,348.6,353.4,349.8,367.0,406.8,0.05321
198,505,Leng Hua Yap (#3661),04:15:01,04:09:55,SGP  |,40-49  (167),573,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3661?page=11 ,310.2,309.8,308.8,306.2,314.2,326.2,453.6,521.0,0.21817
